Book_ID,Title,Author,Genre,SubGenre,Publisher,Language,Pages,Publication_Year,Rating,Votes,Price,ISBN,Description,Cover_Image
3233,The Forgotten Forest 3233,Author 130,Biography,Contemporary,Publisher 7,English,838,1981,2.7,33380,221,4785896402937,"A compelling biography novel by Author 130 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
3234,The Dark Legacy 3234,Author 29,Business,Gothic,Publisher 5,Spanish,662,1996,2.6,27389,327,1294968084235,"A compelling business novel by Author 29 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
3235,The Emerald Code 3235,Author 129,Biography,Productivity,Publisher 8,Hindi,470,2008,1.0,13675,1405,4205829404961,"A compelling biography novel by Author 129 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
3236,The Bright Secrets 3236,Author 105,Philosophy,Medieval,Publisher 29,English,254,1989,2.8,10853,593,4106218939594,"A compelling philosophy novel by Author 105 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
3237,The Dark Forest 3237,Author 59,Biography,Psychological,Publisher 18,Urdu,166,2004,4.6,12832,1364,6944911356185,"A compelling biography novel by Author 59 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
3238,The Forgotten Legacy 3238,Author 10,Biography,Python,Publisher 18,Hindi,835,2021,4.6,21487,1631,0530938133718,"A compelling biography novel by Author 10 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
3239,The Lost River 3239,Author 74,Self Help,Contemporary,Publisher 12,Hindi,769,2009,1.7,27742,1207,6463911752325,"A compelling self help novel by Author 74 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
3240,The Golden Dreams 3240,Author 112,Romance,Contemporary,Publisher 1,Urdu,796,2012,4.9,41782,214,9204775207542,"A compelling romance novel by Author 112 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
3241,The Dark Secrets 3241,Author 48,Adventure,Psychological,Publisher 30,English,931,2023,3.6,29133,1412,2115709489521,"A compelling adventure novel by Author 48 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
3242,The Emerald Future 3242,Author 43,Finance,Productivity,Publisher 18,French,759,2000,3.9,12251,1759,6730007547014,"A compelling finance novel by Author 43 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
3243,The Hidden Legacy 3243,Author 136,Young Adult,Python,Publisher 15,Hindi,202,2026,3.6,5798,1046,5268555100520,"A compelling young adult novel by Author 136 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
3244,The Hidden Code 3244,Author 123,Horror,Medieval,Publisher 5,Urdu,714,2022,2.0,19510,418,7936540942843,"A compelling horror novel by Author 123 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
3245,The Dark Future 3245,Author 49,Science Fiction,Epic,Publisher 24,French,763,1998,2.9,35428,1757,9310180496713,"A compelling science fiction novel by Author 49 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
3246,The Crimson Legacy 3246,Author 99,Thriller,Epic,Publisher 14,French,554,1984,1.8,32139,937,1413776002754,"A compelling thriller novel by Author 99 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
3247,The Lost River 3247,Author 51,Self Help,AI,Publisher 26,Spanish,349,1993,1.5,46473,1536,1493632139381,"A compelling self help novel by Author 51 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
3248,The Lost Forest 3248,Author 23,Philosophy,Cyberpunk,Publisher 12,Spanish,676,2022,2.4,9383,1886,2553475183290,"A compelling philosophy novel by Author 23 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
3249,The Lost River 3249,Author 57,Fantasy,Python,Publisher 9,Urdu,877,1982,4.5,5847,1308,3514949001956,"A compelling fantasy novel by Author 57 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
3250,The Lost Forest 3250,Author 33,Philosophy,Python,Publisher 16,French,183,1990,2.3,18091,1702,8683936078367,"A compelling philosophy novel by Author 33 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
3251,The Emerald Future 3251,Author 78,Finance,AI,Publisher 30,Hindi,636,2001,4.0,21982,1881,1238473576700,"A compelling finance novel by Author 78 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
3252,The Bright Secrets 3252,Author 6,Adventure,Contemporary,Publisher 20,French,740,1999,2.0,29940,1346,4268173387555,"A compelling adventure novel by Author 6 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
3253,The Dark River 3253,Author 118,Biography,Productivity,Publisher 23,Hindi,503,1997,1.1,40128,1250,1572886130431,"A compelling biography novel by Author 118 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
3254,The Silent Mind 3254,Author 133,Children,Cozy,Publisher 24,Urdu,561,2026,2.7,40910,956,6500957966202,"A compelling children novel by Author 133 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
3255,The Bright Future 3255,Author 124,Mystery,Medieval,Publisher 12,Spanish,562,2007,1.1,23629,605,3565871787428,"A compelling mystery novel by Author 124 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
3256,The Dark Forest 3256,Author 72,Young Adult,Psychological,Publisher 21,Hindi,716,2025,1.7,26129,624,2389018932536,"A compelling young adult novel by Author 72 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
3257,The Lost Future 3257,Author 14,Mystery,Cyberpunk,Publisher 16,Spanish,932,2001,1.5,20244,1618,2962850027861,"A compelling mystery novel by Author 14 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
3258,The Infinite Journey 3258,Author 45,Adventure,Productivity,Publisher 15,English,283,1989,1.7,5523,1426,7468045769166,"A compelling adventure novel by Author 45 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
3259,The Crimson Future 3259,Author 64,Science Fiction,Medieval,Publisher 3,French,787,1984,4.9,10767,1876,5317710888481,"A compelling science fiction novel by Author 64 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
3260,The Silent Legacy 3260,Author 89,Technology,Contemporary,Publisher 27,French,463,1995,3.7,31570,1503,9375321725027,"A compelling technology novel by Author 89 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
3261,The Lost Journey 3261,Author 129,Philosophy,Python,Publisher 18,Urdu,182,2014,4.8,18618,668,2681890461609,"A compelling philosophy novel by Author 129 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
3262,The Silent Secrets 3262,Author 15,Fantasy,Productivity,Publisher 12,French,228,1983,1.3,43499,679,3347676306820,"A compelling fantasy novel by Author 15 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
3263,The Bright River 3263,Author 76,Young Adult,Gothic,Publisher 1,Spanish,862,2025,4.1,49977,1952,6098120837944,"A compelling young adult novel by Author 76 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
3264,The Silent Dreams 3264,Author 138,Horror,AI,Publisher 6,Urdu,794,2019,1.8,17706,1712,2426888783198,"A compelling horror novel by Author 138 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
3265,The Forgotten Dreams 3265,Author 126,Business,Python,Publisher 26,Hindi,791,1984,3.8,20930,1168,9530620144219,"A compelling business novel by Author 126 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
3266,The Lost Forest 3266,Author 138,Health,Medieval,Publisher 22,English,206,2007,3.3,48593,1049,6129162157303,"A compelling health novel by Author 138 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
3267,The Crimson Secrets 3267,Author 29,Finance,Contemporary,Publisher 23,Hindi,633,1987,4.2,39761,1864,2060109545590,"A compelling finance novel by Author 29 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
3268,The Emerald Empire 3268,Author 87,Poetry,Gothic,Publisher 5,French,443,2026,4.1,10290,403,0375509478998,"A compelling poetry novel by Author 87 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
3269,The Forgotten Future 3269,Author 21,Drama,Cyberpunk,Publisher 24,French,332,1986,2.2,44385,673,2597639284168,"A compelling drama novel by Author 21 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
3270,The Infinite Empire 3270,Author 89,Self Help,AI,Publisher 29,Spanish,788,1997,2.8,44176,1454,1584871907206,"A compelling self help novel by Author 89 exploring courage, friendship, discovery, and transformation through unforgettable characters and immersive storytelling.",
